tag_a,tag_b,n_a,n_b,n_both,reach,demand_both,max_ccu,best_game,avg_rating,best_url
giant,noob,70,47,6,111,164,54,Feed the Giant Noob Fan Remake,74.7,https://www.roblox.com/games/1478718707
collect,genre:Match & Merge,402,14,1,415,53,53,Merge for DIAMONDS!,90.0,https://www.roblox.com/games/132821440336521
genre:Match & Merge,upgrade,14,357,4,367,65,53,Merge for DIAMONDS!,75.8,https://www.roblox.com/games/132821440336521
hide,jump,69,151,2,218,67,52,Jump to Become Sniper,58.3,https://www.roblox.com/games/99322840010644
car,genre:Incremental Simulator,105,512,7,610,186,52,Spin a Car 🚗,86.0,https://www.roblox.com/games/136758055891411
car,lucky,105,77,2,180,102,52,Spin a Car 🚗,94.7,https://www.roblox.com/games/136758055891411
car,roll,105,98,3,200,102,52,Spin a Car 🚗,95.3,https://www.roblox.com/games/136758055891411
car,spin,105,46,1,150,52,52,Spin a Car 🚗,94.4,https://www.roblox.com/games/136758055891411
lucky,spin,77,46,1,122,52,52,Spin a Car 🚗,94.4,https://www.roblox.com/games/136758055891411
race,spin,92,46,1,137,52,52,Spin a Car 🚗,94.4,https://www.roblox.com/games/136758055891411
dog,run,30,222,5,247,78,52,Hot Dogs  [2 Player Obby],80.4,https://www.roblox.com/games/106255826197207
gacha,genre:Tycoon,28,451,4,475,53,51,[✨] Steal a Gacha,83.4,https://www.roblox.com/games/138320436186423
gacha,steal,28,94,1,121,51,51,[✨] Steal a Gacha,96.7,https://www.roblox.com/games/138320436186423
brainrot,merge,131,54,4,181,130,51,[UPD] Merge and Fight,81.7,https://www.roblox.com/games/118964498801249
chocolate,giant,27,70,1,96,51,51,★Make a Cake And Feed the Giant Noob★,85.6,https://www.roblox.com/games/28248568
chocolate,noob,27,47,1,73,51,51,★Make a Cake And Feed the Giant Noob★,85.6,https://www.roblox.com/games/28248568
breed,dog,8,30,2,36,67,51,[MAP UPDATE] Canine Chaos 🐶🥊,73.2,https://www.roblox.com/games/139441508687478
breed,fight,8,223,1,230,51,51,[MAP UPDATE] Canine Chaos 🐶🥊,61.2,https://www.roblox.com/games/139441508687478
breed,genre:Battlegrounds & Fighting,8,131,1,138,51,51,[MAP UPDATE] Canine Chaos 🐶🥊,61.2,https://www.roblox.com/games/139441508687478
collect,dog,402,30,4,428,67,51,[MAP UPDATE] Canine Chaos 🐶🥊,82.2,https://www.roblox.com/games/139441508687478
dog,genre:Battlegrounds & Fighting,30,131,1,160,51,51,[MAP UPDATE] Canine Chaos 🐶🥊,61.2,https://www.roblox.com/games/139441508687478
genre:Tower Obby,speed,95,176,3,268,53,51,Surf Tower 🌊 ,79.2,https://www.roblox.com/games/114761278993860
car,rng,105,54,2,157,50,50,[🎉1M🎉]Car RNG!,95.8,https://www.roblox.com/games/114679603266629
brainrot,genre:Match & Merge,131,14,1,144,50,50,Brainrot Fusion,85.9,https://www.roblox.com/games/106045536793365
fruit,hatch,56,108,1,163,50,50,Yeet A Fruit 🍉,95.8,https://www.roblox.com/games/77175145472841
monster,plant,77,55,2,130,75,50,[🔥] Hell's Garden [BETA],68.5,https://www.roblox.com/games/116551047321327
garden,rng,36,54,1,89,49,49,[⭐] Garden RNG 🎲,97.0,https://www.roblox.com/games/126325531351787
garden,roll,36,98,1,133,49,49,[⭐] Garden RNG 🎲,97.0,https://www.roblox.com/games/126325531351787
plant,rng,55,54,1,108,49,49,[⭐] Garden RNG 🎲,97.0,https://www.roblox.com/games/126325531351787
plant,roll,55,98,2,151,62,49,[⭐] Garden RNG 🎲,94.2,https://www.roblox.com/games/126325531351787
gacha,obby,28,229,6,251,49,49,[Crystal Boost!] Project Sekai Gacha Simulator,55.7,https://www.roblox.com/games/78194049508345
gacha,simulator,28,229,1,256,49,49,[Crystal Boost!] Project Sekai Gacha Simulator,92.7,https://www.roblox.com/games/78194049508345
defense,rebirth,53,170,3,220,72,49,Defender's Depot 2 Tower Defense,88.8,https://www.roblox.com/games/10772052398
genre:Tower Defense,rebirth,42,170,1,211,49,49,Defender's Depot 2 Tower Defense,86.8,https://www.roblox.com/games/10772052398
obby,sushi,229,19,3,245,53,49,Escape the Sushi Restaurant OBBY (NEW) 🍣,79.0,https://www.roblox.com/games/114531675695276
restaurant,tag,54,190,3,241,69,49,Escape the Sushi Restaurant OBBY (NEW) 🍣,87.9,https://www.roblox.com/games/114531675695276
sushi,tag,19,190,1,208,49,49,Escape the Sushi Restaurant OBBY (NEW) 🍣,78.0,https://www.roblox.com/games/114531675695276
giant,ocean,70,40,2,108,60,49,Sea Monster Survival 🦈,71.1,https://www.roblox.com/games/94726636757340
giant,tag,70,190,2,258,53,49,Sea Monster Survival 🦈,78.3,https://www.roblox.com/games/94726636757340
fight,incremental,223,47,2,268,78,48, [UPDATE] Incremental Piece,95.2,https://www.roblox.com/games/96090419825540
incremental,race,47,92,1,138,48,48, [UPDATE] Incremental Piece,94.7,https://www.roblox.com/games/96090419825540
dog,prison,30,63,1,92,48,48,Dog Life,38.2,https://www.roblox.com/games/97888754418137
genre:Animal Sim,prison,54,63,1,116,48,48,Dog Life,38.2,https://www.roblox.com/games/97888754418137
fight,rebirth,223,170,6,387,97,46,Weapon Fighting RNG,90.7,https://www.roblox.com/games/108536455095962
escape,evolve,226,56,1,281,45,45,+1 Fly Evolve 🦅,95.8,https://www.roblox.com/games/118651055528548
evolve,fly,56,72,2,126,81,45,+1 Fly Evolve 🦅,94.9,https://www.roblox.com/games/118651055528548
alien,sell,39,96,1,134,45,45,Alien Ranch👽,95.7,https://www.roblox.com/games/84450613729482
collect,genre:Idle,402,27,2,427,67,43,Suck All Trash!,80.4,https://www.roblox.com/games/75675885636640
genre:Idle,simulator,27,229,1,255,43,43,Suck All Trash!,81.9,https://www.roblox.com/games/75675885636640
clicker,sell,33,96,2,127,43,43,[Night Party]Vomit Higher Clicker,80.4,https://www.roblox.com/games/98111683078659
garden,incremental,36,47,2,81,44,43,[🌳] Garden Incremental,96.1,https://www.roblox.com/games/81566824074063
genre:Story,train,53,185,1,237,43,43,Skinwalkers,90.4,https://www.roblox.com/games/94725155944518
genre:Sandbox,ocean,69,40,1,108,43,43,Draw a Boat for Treasure,93.6,https://www.roblox.com/games/101274601819733
baby,trade,44,65,1,108,43,43,Adopt and Raise,78.5,https://www.roblox.com/games/1245865042
collect,genre:Life,402,72,2,472,43,43,Adopt and Raise,74.2,https://www.roblox.com/games/1245865042
drive,trade,76,65,1,140,43,43,Adopt and Raise,78.5,https://www.roblox.com/games/1245865042
genre:Life,trade,72,65,1,136,43,43,Adopt and Raise,78.5,https://www.roblox.com/games/1245865042
fly,rng,72,54,2,124,50,42,Flying RNG 🎲 ,89.2,https://www.roblox.com/games/76047323806165
fly,sell,72,96,1,167,42,42,Flying RNG 🎲 ,93.6,https://www.roblox.com/games/76047323806165
build,genre:Racing,372,11,1,382,42,42,[UPD 0.5] Track and Field: Ultimate,92.1,https://www.roblox.com/games/17834388101
genre:Racing,jump,11,151,1,161,42,42,[UPD 0.5] Track and Field: Ultimate,92.1,https://www.roblox.com/games/17834388101
brainrot,genre:Physics Sim,131,36,1,166,42,42,💥 Nuke the Noob X,74.2,https://www.roblox.com/games/139869003306070
brainrot,noob,131,47,1,177,42,42,💥 Nuke the Noob X,74.2,https://www.roblox.com/games/139869003306070
collect,genre:Physics Sim,402,36,3,435,47,42,💥 Nuke the Noob X,80.3,https://www.roblox.com/games/139869003306070
genre:Physics Sim,giant,36,70,3,103,45,42,💥 Nuke the Noob X,75.1,https://www.roblox.com/games/139869003306070
animal,brainrot,67,131,1,197,41,41,[🎄] Hatch an Animal,95.4,https://www.roblox.com/games/72485579743987
animal,candy,67,35,1,101,41,41,[🎄] Hatch an Animal,95.4,https://www.roblox.com/games/72485579743987
animal,lucky,67,77,1,143,41,41,[🎄] Hatch an Animal,95.4,https://www.roblox.com/games/72485579743987
candy,craft,35,55,1,89,41,41,[🎄] Hatch an Animal,95.4,https://www.roblox.com/games/72485579743987
candy,hatch,35,108,3,140,47,41,[🎄] Hatch an Animal,92.5,https://www.roblox.com/games/72485579743987
candy,lucky,35,77,1,111,41,41,[🎄] Hatch an Animal,95.4,https://www.roblox.com/games/72485579743987
candy,pet,35,222,2,255,43,41,[🎄] Hatch an Animal,96.2,https://www.roblox.com/games/72485579743987
hatch,lucky,108,77,4,181,77,41,[🎄] Hatch an Animal,88.5,https://www.roblox.com/games/72485579743987
genre:Exploration,space,34,49,3,80,42,41,Go to Space,69.7,https://www.roblox.com/games/7223250944
dino,giant,18,70,1,87,41,41,Grow Dinosaurs,93.4,https://www.roblox.com/games/115768850114658
dino,sell,18,96,2,112,47,41,Grow Dinosaurs,89.1,https://www.roblox.com/games/115768850114658
giant,hatch,70,108,4,174,62,41,Grow Dinosaurs,80.6,https://www.roblox.com/games/115768850114658
giant,sell,70,96,1,165,41,41,Grow Dinosaurs,93.4,https://www.roblox.com/games/115768850114658
grow,rob,202,28,1,229,40,40,[🏖️] Rob a Bank💰,92.4,https://www.roblox.com/games/107431063731700
genre:Morph Roleplay,plant,59,55,1,113,40,40,Cool Plants vs Undead RP,84.4,https://www.roblox.com/games/14487715232
genre:Morph Roleplay,zombie,59,73,1,131,40,40,Cool Plants vs Undead RP,84.4,https://www.roblox.com/games/14487715232
genre:Classic Obby,ninja,59,30,3,86,81,40,Ninja Training Obby! (NEW),57.5,https://www.roblox.com/games/7045161344
genre:Classic Obby,train,59,185,2,242,54,40,Ninja Training Obby! (NEW),48.5,https://www.roblox.com/games/7045161344
ninja,obby,30,229,4,255,81,40,Ninja Training Obby! (NEW),65.4,https://www.roblox.com/games/7045161344
alien,genre:Classic Obby,39,59,5,93,42,40,ESCAPE ALIEN OBBY! (NEW),63.7,https://www.roblox.com/games/16562702868
baby,horror,44,57,2,99,48,40,Baby Roby Escape [Horror],69.5,https://www.roblox.com/games/14991442057
genre:Story,pizza,53,29,1,81,39,39,Highway Pizzeria [HORROR],73.7,https://www.roblox.com/games/74238156289844
horror,pizza,57,29,1,85,39,39,Highway Pizzeria [HORROR],73.7,https://www.roblox.com/games/74238156289844
cat,fly,56,72,1,127,39,39,😾Choii Choii Cat Tower🎵,78.6,https://www.roblox.com/games/106855620599237
brainrot,drive,131,76,1,206,38,38,Miner For Brainrots,92.6,https://www.roblox.com/games/111648132051181
dig,drive,42,76,1,117,38,38,Miner For Brainrots,92.6,https://www.roblox.com/games/111648132051181
drive,genre:Incremental Simulator,76,512,1,587,38,38,Miner For Brainrots,92.6,https://www.roblox.com/games/111648132051181
drive,rebirth,76,170,1,245,38,38,Miner For Brainrots,92.6,https://www.roblox.com/games/111648132051181
harvest,rebirth,17,170,1,186,37,37,Harvest your Crops! 🌶️,76.3,https://www.roblox.com/games/82753739037077
kick,mine,31,43,1,73,36,36,[UPD] Mine for Soccer Legends [World Cup 2026],57.5,https://www.roblox.com/games/103814533805500
kick,upgrade,31,357,1,387,36,36,[UPD] Mine for Soccer Legends [World Cup 2026],57.5,https://www.roblox.com/games/103814533805500
fight,genre:Scavenger Hunt,223,38,2,259,41,36,trinket collector [111],85.2,https://www.roblox.com/games/132657763675945
battle,mine,139,43,1,181,36,36,⚔️Boys VS Girls Battle,52.7,https://www.roblox.com/games/128844967457035
genre:Battlegrounds & Fighting,mine,131,43,1,173,36,36,⚔️Boys VS Girls Battle,52.7,https://www.roblox.com/games/128844967457035
cat,food,56,93,3,146,82,36,[9M+ VISITS] Eaten By Cats!,74.0,https://www.roblox.com/games/735444651
fruit,mine,56,43,1,98,35,35,Mine for Fruits!,89.9,https://www.roblox.com/games/133415308065731
evolve,robot,56,21,1,76,34,34,Robot Evolution,89.9,https://www.roblox.com/games/85622629241634
evolve,genre:Sports,56,16,1,71,34,34,🤸 (BECOME A GYMNAST) Evolve Gymnastics,71.0,https://www.roblox.com/games/110833575352155
escape,noob,226,47,2,271,41,34,The Noob Apparition [💎BIG UPDATE],80.1,https://www.roblox.com/games/17251577242
genre:Escape,noob,56,47,2,101,41,34,The Noob Apparition [💎BIG UPDATE],80.1,https://www.roblox.com/games/17251577242
alien,hide,39,69,2,106,34,33,Hide or Die | Among us,69.8,https://www.roblox.com/games/18302552662
alien,survive,39,243,6,276,81,33,Hide or Die | Among us,73.2,https://www.roblox.com/games/18302552662
boat,fish,31,65,4,92,78,33,(New Limited Boat!!!!🚤)River Rat boating,71.8,https://www.roblox.com/games/9552602079
fish,genre:Vehicle Sim,65,100,3,162,62,33,(New Limited Boat!!!!🚤)River Rat boating,74.8,https://www.roblox.com/games/9552602079
noob,rebirth,47,170,2,215,52,32,Stomp to Grow 👟,80.8,https://www.roblox.com/games/114248790565664
car,dig,105,42,1,146,32,32,Just Dig It,79.6,https://www.roblox.com/games/93563701469321
fruit,obby,56,229,3,282,62,32,[Free Gear5☀️] Fruit Rain,58.1,https://www.roblox.com/games/129411728821584
fruit,tag,56,190,5,241,55,32,[Free Gear5☀️] Fruit Rain,65.8,https://www.roblox.com/games/129411728821584
genre:Battlegrounds & Fighting,obby,131,229,2,358,39,32,[Free Gear5☀️] Fruit Rain,54.1,https://www.roblox.com/games/129411728821584
bake,genre:Incremental Simulator,11,512,1,522,31,31,Bakery Simulator,92.1,https://www.roblox.com/games/6915291292
bake,run,11,222,3,230,32,31,Bakery Simulator,81.5,https://www.roblox.com/games/6915291292
bake,simulator,11,229,3,237,32,31,Bakery Simulator,81.5,https://www.roblox.com/games/6915291292
genre:Life,jump,72,151,1,222,31,31,🍗🍟 Asian Cuisine Restaurant,82.1,https://www.roblox.com/games/86318285125681
genre:Life,run,72,222,1,293,31,31,🍗🍟 Asian Cuisine Restaurant,82.1,https://www.roblox.com/games/86318285125681
jump,restaurant,151,54,1,204,31,31,🍗🍟 Asian Cuisine Restaurant,82.1,https://www.roblox.com/games/86318285125681
alien,genre:Vehicle Sim,39,100,1,138,31,31,Pinewood Space Shuttle Advantage,75.4,https://www.roblox.com/games/17541196
animal,fruit,67,56,1,122,30,30,Steal Seeds For Garden,95.4,https://www.roblox.com/games/136278693501145
animal,garden,67,36,1,102,30,30,Steal Seeds For Garden,95.4,https://www.roblox.com/games/136278693501145
animal,plant,67,55,2,120,33,30,Steal Seeds For Garden,89.9,https://www.roblox.com/games/136278693501145
sell,speed,96,176,2,270,43,30,Steal Seeds For Garden,96.5,https://www.roblox.com/games/136278693501145
evolve,plant,56,55,1,110,30,30,[💫] Grow a Galaxy,79.5,https://www.roblox.com/games/94553288840075
craft,fish,55,65,1,119,30,30,[UPD5] Moon Incremental,95.8,https://www.roblox.com/games/116294134389652
craft,incremental,55,47,3,99,43,30,[UPD5] Moon Incremental,94.5,https://www.roblox.com/games/116294134389652
craft,mine,55,43,1,97,30,30,[UPD5] Moon Incremental,95.8,https://www.roblox.com/games/116294134389652
fish,incremental,65,47,1,111,30,30,[UPD5] Moon Incremental,95.8,https://www.roblox.com/games/116294134389652
fish,mine,65,43,1,107,30,30,[UPD5] Moon Incremental,95.8,https://www.roblox.com/games/116294134389652
fish,rebirth,65,170,2,233,30,30,[UPD5] Moon Incremental,78.7,https://www.roblox.com/games/116294134389652
incremental,mine,47,43,2,88,56,30,[UPD5] Moon Incremental,91.5,https://www.roblox.com/games/116294134389652
mine,rebirth,43,170,7,206,85,30,[UPD5] Moon Incremental,82.8,https://www.roblox.com/games/116294134389652
drive,kitchen,76,18,1,93,30,30,🍗Wingin' It Restaurant🐔[MENU UPDATE],85.7,https://www.roblox.com/games/76011415296169
drive,restaurant,76,54,2,128,31,30,🍗Wingin' It Restaurant🐔[MENU UPDATE],87.7,https://www.roblox.com/games/76011415296169
kick,run,31,222,1,252,30,30,Kick a Brainrot,80.0,https://www.roblox.com/games/110516593425329
kick,steal,31,94,1,124,30,30,Kick a Brainrot,80.0,https://www.roblox.com/games/110516593425329
eat,genre:Story,90,53,2,141,42,30, 🎂NEED MORE FRIENDS🎂,57.3,https://www.roblox.com/games/16445368294
car,food,105,93,2,196,38,29,Farm Life Tycoon 🥕,80.2,https://www.roblox.com/games/5320510816
drive,grow,76,202,2,276,34,29,Farm Life Tycoon 🥕,65.2,https://www.roblox.com/games/5320510816
anime,pet,77,222,3,296,39,29,[⚡] Anime Training Evolution! ⚔️,94.0,https://www.roblox.com/games/12848356555
fly,obby,72,229,3,298,59,29,Obby but you have a JETPACK,66.1,https://www.roblox.com/games/14929469092
genre:Vehicle Sim,serve,100,45,1,144,29,29,Train Simulator (Beta) ,71.0,https://www.roblox.com/games/4657617099
genre:1 vs All,giant,29,70,3,96,54,29,🐜 ANTS VS GIANT,75.8,https://www.roblox.com/games/83881299688363
cat,trade,56,65,1,120,28,28,Collect Cats 🐱,89.8,https://www.roblox.com/games/103881829323430
car,horror,105,57,1,161,28,28,DRIVE,94.6,https://www.roblox.com/games/16490488404
car,monster,105,77,2,180,52,28,DRIVE,91.2,https://www.roblox.com/games/16490488404
genre:Battlegrounds & Fighting,prison,131,63,1,193,28,28,🚨 Prison Brawl [BETA],88.8,https://www.roblox.com/games/72693274786471
baby,dragon,44,54,2,96,46,28,Fantasy Forest RP,74.4,https://www.roblox.com/games/11078648308
baby,fantasy,44,13,1,56,28,28,Fantasy Forest RP,77.4,https://www.roblox.com/games/11078648308
cook,genre:1 vs All,52,29,1,80,27,27,COOKED (BETA),92.2,https://www.roblox.com/games/101873436616719
cook,hide,52,69,1,120,27,27,COOKED (BETA),92.2,https://www.roblox.com/games/101873436616719
cook,horror,52,57,1,108,27,27,COOKED (BETA),92.2,https://www.roblox.com/games/101873436616719
cook,survive,52,243,1,294,27,27,COOKED (BETA),92.2,https://www.roblox.com/games/101873436616719
eat,hide,90,69,1,158,27,27,COOKED (BETA),92.2,https://www.roblox.com/games/101873436616719
eat,horror,90,57,1,146,27,27,COOKED (BETA),92.2,https://www.roblox.com/games/101873436616719
food,genre:1 vs All,93,29,2,120,52,27,COOKED (BETA),86.0,https://www.roblox.com/games/101873436616719
space,survive,49,243,1,291,27,27,Survive 100 Days in Space,78.4,https://www.roblox.com/games/75069218797571
anime,genre:Classic Obby,77,59,2,134,27,27,Ninja Parkour [NEW],80.0,https://www.roblox.com/games/15182754666
anime,ninja,77,30,3,104,28,27,Ninja Parkour [NEW],87.2,https://www.roblox.com/games/15182754666
anime,obby,77,229,2,304,27,27,Ninja Parkour [NEW],80.0,https://www.roblox.com/games/15182754666
anime,parkour,77,45,2,120,27,27,Ninja Parkour [NEW],80.0,https://www.roblox.com/games/15182754666
anime,race,77,92,1,168,27,27,Ninja Parkour [NEW],75.7,https://www.roblox.com/games/15182754666
genre:Classic Obby,race,59,92,1,150,27,27,Ninja Parkour [NEW],75.7,https://www.roblox.com/games/15182754666
ninja,race,30,92,3,119,33,27,Ninja Parkour [NEW],70.2,https://www.roblox.com/games/15182754666
ninja,tag,30,190,1,219,27,27,Ninja Parkour [NEW],75.7,https://www.roblox.com/games/15182754666
monster,obby,77,229,3,303,69,27,🤢TRASH MONSTER OBBY! (OBBY),58.0,https://www.roblox.com/games/17442262910
rng,speed,54,176,5,225,68,26,[🎲] Speed by RNG,93.0,https://www.roblox.com/games/95042363849295
run,sell,222,96,2,316,46,26,Baking Simulator 🍞 Breadwinners ,69.1,https://www.roblox.com/games/6900606609
jump,spin,151,46,3,194,50,26,[UPD] Spin Survival,63.7,https://www.roblox.com/games/85975181840355
spin,survive,46,243,4,285,45,26,[UPD] Spin Survival,56.9,https://www.roblox.com/games/85975181840355
city,genre:Pet Care,85,9,1,93,26,26, My Pet City 🏡 RP [NEW],91.1,https://www.roblox.com/games/113725607254780
drive,genre:Pet Care,76,9,1,84,26,26, My Pet City 🏡 RP [NEW],91.1,https://www.roblox.com/games/113725607254780
genre:Animal Sim,obby,54,229,1,282,26,26,Puppy Game 🐾,94.6,https://www.roblox.com/games/14390037612
anime,genre:Quiz,77,13,3,87,40,26,Guess the Real Anime 🌸,72.2,https://www.roblox.com/games/125802904989460
noob,tag,47,190,2,235,33,26,💥 DESTROY Noobs,70.8,https://www.roblox.com/games/120113264715586
rebirth,unbox,170,29,3,196,28,25,[NOW🤖]Unbox it 📦,81.6,https://www.roblox.com/games/108756029286523
monster,prison,77,63,1,139,25,25,🌱 PLANTS VS MONSTERS PRISON RUN! (Obby),48.0,https://www.roblox.com/games/128877760376365
obby,plant,229,55,1,283,25,25,🌱 PLANTS VS MONSTERS PRISON RUN! (Obby),48.0,https://www.roblox.com/games/128877760376365
plant,prison,55,63,1,117,25,25,🌱 PLANTS VS MONSTERS PRISON RUN! (Obby),48.0,https://www.roblox.com/games/128877760376365
dig,genre:Sandbox,42,69,1,110,25,25,⛏️Dig The World [MEGA UPD!],70.0,https://www.roblox.com/games/12843428814
genre:Sandbox,simulator,69,229,1,297,25,25,⛏️Dig The World [MEGA UPD!],70.0,https://www.roblox.com/games/12843428814
lucky,tycoon,77,137,1,213,25,25,📎 Sell paperclips to RULE THE WORLD! 🌎✨,96.9,https://www.roblox.com/games/17823309481
punch,steal,29,94,1,122,25,25,[💥] Punch to Steal Brainrot,97.9,https://www.roblox.com/games/90659056105829
obby,wizard,229,28,2,255,25,25,ZOMBIE BARRY'S PRISON RUN,67.7,https://www.roblox.com/games/80187483240925
prison,wizard,63,28,1,90,25,25,ZOMBIE BARRY'S PRISON RUN,50.3,https://www.roblox.com/games/80187483240925
prison,zombie,63,73,2,134,28,25,ZOMBIE BARRY'S PRISON RUN,50.5,https://www.roblox.com/games/80187483240925
survive,wizard,243,28,2,269,25,25,ZOMBIE BARRY'S PRISON RUN,71.7,https://www.roblox.com/games/80187483240925
wizard,zombie,28,73,1,100,25,25,ZOMBIE BARRY'S PRISON RUN,50.3,https://www.roblox.com/games/80187483240925
car,eat,105,90,2,193,33,25,Zombie RP🧟🏠(NEW),61.1,https://www.roblox.com/games/70926168007672
drive,eat,76,90,1,165,25,25,Zombie RP🧟🏠(NEW),73.2,https://www.roblox.com/games/70926168007672
eat,zombie,90,73,3,160,37,25,Zombie RP🧟🏠(NEW),69.1,https://www.roblox.com/games/70926168007672
genre:Life,zombie,72,73,1,144,25,25,Zombie RP🧟🏠(NEW),73.2,https://www.roblox.com/games/70926168007672
craft,genre:Life,55,72,1,126,25,25,[💰 EARN!] Subway Restaurant Roleplay,79.2,https://www.roblox.com/games/83786042739944
craft,serve,55,45,1,99,25,25,[💰 EARN!] Subway Restaurant Roleplay,79.2,https://www.roblox.com/games/83786042739944
food,giant,93,70,2,161,33,25,🕷️SPIDERS VS GIANT ,55.4,https://www.roblox.com/games/140600503985930
jump,mine,151,43,1,193,24,24,⛏️BlockCraft💎,69.0,https://www.roblox.com/games/129639294604509
fish,space,65,49,1,113,24,24,Be a Silly Fish [OBBY],72.7,https://www.roblox.com/games/93217897618377
obby,ocean,229,40,2,267,24,24,Be a Silly Fish [OBBY],74.6,https://www.roblox.com/games/93217897618377
obby,space,229,49,2,276,24,24,Be a Silly Fish [OBBY],79.8,https://www.roblox.com/games/93217897618377
ocean,roll,40,98,2,136,24,24,Be a Silly Fish [OBBY],66.0,https://www.roblox.com/games/93217897618377
ocean,space,40,49,1,88,24,24,Be a Silly Fish [OBBY],72.7,https://www.roblox.com/games/93217897618377
ocean,speed,40,176,2,214,29,24,Be a Silly Fish [OBBY],82.7,https://www.roblox.com/games/93217897618377
roll,space,98,49,1,146,24,24,Be a Silly Fish [OBBY],72.7,https://www.roblox.com/games/93217897618377
jump,rng,151,54,3,202,59,24,Pop it Trading RNG 🎲,81.7,https://www.roblox.com/games/18650633418
rng,trade,54,65,2,117,45,24,Pop it Trading RNG 🎲,82.7,https://www.roblox.com/games/18650633418
spin,trade,46,65,1,110,24,24,Pop it Trading RNG 🎲,72.2,https://www.roblox.com/games/18650633418
brainrot,clicker,131,33,1,163,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
brainrot,genre:Idle,131,27,1,157,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
clicker,evolve,33,56,2,87,24,24,Brainrot Clicker 💸,67.6,https://www.roblox.com/games/83321986508238
clicker,genre:Idle,33,27,2,58,24,24,Brainrot Clicker 💸,80.8,https://www.roblox.com/games/83321986508238
clicker,lucky,33,77,1,109,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
clicker,tap,33,59,6,86,48,24,Brainrot Clicker 💸,84.2,https://www.roblox.com/games/83321986508238
evolve,lucky,56,77,1,132,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
evolve,tap,56,59,1,114,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
genre:Idle,lucky,27,77,1,103,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
genre:Idle,tap,27,59,1,85,24,24,Brainrot Clicker 💸,78.9,https://www.roblox.com/games/83321986508238
lucky,rebirth,77,170,4,243,39,24,Brainrot Clicker 💸,88.8,https://www.roblox.com/games/83321986508238
space,tap,49,59,1,107,24,24,+1 Space Per Click 🪐,91.4,https://www.roblox.com/games/15886530097
build,idle,372,28,6,394,46,24,💵 Cash Cash Idle!,67.6,https://www.roblox.com/games/89456586528204
idle,speed,28,176,1,203,24,24,💵 Cash Cash Idle!,94.5,https://www.roblox.com/games/89456586528204
drive,hide,76,69,1,144,24,24,Realistic Drive Simulator Indonesia,70.3,https://www.roblox.com/games/10189328024
genre:Vehicle Sim,hide,100,69,1,168,24,24,Realistic Drive Simulator Indonesia,70.3,https://www.roblox.com/games/10189328024
genre:Vehicle Sim,monster,100,77,1,176,24,24,[🏎NEW CAR🏎] Hot Wheels Open World,87.9,https://www.roblox.com/games/5652023420
boat,craft,31,55,3,83,39,24,The Ocean Experience,84.1,https://www.roblox.com/games/77019283
craft,drive,55,76,1,130,24,24,The Ocean Experience,78.4,https://www.roblox.com/games/77019283
craft,ocean,55,40,1,94,24,24,The Ocean Experience,78.4,https://www.roblox.com/games/77019283
genre:Vehicle Sim,ocean,100,40,2,138,24,24,The Ocean Experience,66.6,https://www.roblox.com/games/77019283
pizza,simulator,29,229,3,255,36,23,Pizza Store Simulator!,79.3,https://www.roblox.com/games/86499393315237
fly,parkour,72,45,1,116,23,23,Swim Down Obby,40.8,https://www.roblox.com/games/13793320800
city,run,85,222,1,306,23,23,🔥 Burn A City,89.3,https://www.roblox.com/games/91175792856307
genre:Physics Sim,run,36,222,1,257,23,23,🔥 Burn A City,89.3,https://www.roblox.com/games/91175792856307
horror,robot,57,21,1,77,23,23,Robot Lizard Procedural Animation,90.8,https://www.roblox.com/games/139415047480465
anime,horror,77,57,2,132,26,23,Survive Dinosaur Sonic [UPDATE],62.0,https://www.roblox.com/games/72372717619661
anime,tap,77,59,3,133,44,23,Survive Dinosaur Sonic [UPDATE],64.5,https://www.roblox.com/games/72372717619661
survive,tap,243,59,2,300,26,23,Survive Dinosaur Sonic [UPDATE],62.0,https://www.roblox.com/games/72372717619661
blox,genre:Classic Obby,19,59,1,77,23,23,[EVENT]Obby For FREE Blox Fruit UGC! 🎁,66.1,https://www.roblox.com/games/130612656292894
blox,obby,19,229,1,247,23,23,[EVENT]Obby For FREE Blox Fruit UGC! 🎁,66.1,https://www.roblox.com/games/130612656292894
dragon,genre:Classic Obby,54,59,1,112,23,23,[EVENT]Obby For FREE Blox Fruit UGC! 🎁,66.1,https://www.roblox.com/games/130612656292894
dragon,obby,54,229,4,279,30,23,[EVENT]Obby For FREE Blox Fruit UGC! 🎁,70.3,https://www.roblox.com/games/130612656292894
fruit,genre:Classic Obby,56,59,1,114,23,23,[EVENT]Obby For FREE Blox Fruit UGC! 🎁,66.1,https://www.roblox.com/games/130612656292894
idle,rebirth,28,170,7,191,55,22,Business IDLE,71.5,https://www.roblox.com/games/98864064621277
idle,tap,28,59,3,84,22,22,Business IDLE,70.3,https://www.roblox.com/games/98864064621277
